Name,Age,Experience (Years),Education Level,Hours Worked per week,Projects Completed,Performance Category
Sara Qureshi,52,6,High School,5,6,Low
Ayesha Ashraf,32,5,PhD,9,10,Average
Bilal Ashraf,25,2,Master,7,12,Poor
Fatima Butt,55,12,Bachelor,8,2,Average
Ayesha Raza,59,2,Bachelor,8,13,Low
Ali Raza,25,25,High School,6,1,Low
Ahmed Chaudhry,59,23,Bachelor,7,17,Excellent
Ali Sheikh,40,5,High School,7,4,Average
Ali Sheikh,27,11,Master,6,12,Excellent
Hassan Butt,55,1,Bachelor,4,12,Average
Fatima Shah,39,10,Bachelor,9,13,Average
Ali Iqbal,34,33,Bachelor,7,11,Poor
Fatima Raza,44,25,Bachelor,4,12,Average
Hassan Qureshi,40,17,High School,4,17,Average
Hassan Qureshi,32,20,High School,8,12,Poor
Ali Malik,22,21,High School,9,3,Good
Ahmed Qureshi,45,29,Master,8,9,Average
Zain Khan,28,29,Bachelor,5,4,Average
Sara Ashraf,46,7,Master,8,17,Average
Ahmed Malik,42,33,Bachelor,7,7,Outstanding
Sara Ashraf,36,8,Bachelor,7,13,Poor
Bilal Iqbal,22,19,Bachelor,9,1,Average
Usman Qureshi,33,24,Master,4,7,Average
Ayesha Sheikh,28,18,Bachelor,7,15,Poor
Usman Shah,36,4,High School,8,6,Average
Hassan Iqbal,42,10,Bachelor,8,2,Average
Amna Raza,40,14,Bachelor,9,3,Low
Ali Butt,50,7,Bachelor,8,6,Low
Ali Sheikh,46,18,Master,6,3,Good
Ali Khan,54,22,Bachelor,9,8,Low
Usman Raza,53,26,Master,9,16,Average
Ahmed Raza,56,31,Bachelor,7,16,Low
Bilal Ashraf,59,25,Master,9,19,Low
Ali Chaudhry,47,26,Master,5,13,Low
Zain Qureshi,32,18,Bachelor,7,13,Average
Ali Khan,56,28,Master,7,12,Low
Ali Raza,29,32,Master,6,3,Poor
Hassan Sheikh,35,18,Bachelor,7,12,Good
Ali Ashraf,31,18,Bachelor,4,16,Average
Ali Khan,23,32,Master,8,14,Low
Hassan Khan,30,15,Bachelor,8,17,Average
Ahmed Chaudhry,24,22,High School,9,10,Poor
Bilal Shah,42,6,Master,6,3,Average
Hassan Khan,47,25,High School,8,19,Average
Bilal Shah,29,31,Master,4,10,Low
Ahmed Ashraf,23,11,Master,6,9,Low
Sara Sheikh,27,7,PhD,5,12,Average
Ayesha Qureshi,49,4,High School,8,7,Good
Hassan Sheikh,50,27,Bachelor,7,12,Low
Usman Chaudhry,47,4,Bachelor,4,8,Low
Zain Chaudhry,46,25,Bachelor,4,0,Average
Sara Qureshi,33,4,High School,8,0,Average
Hassan Shah,26,21,Bachelor,9,14,Poor
Amna Butt,55,14,Bachelor,5,3,Average
Usman Malik,58,12,High School,7,19,Average
Ayesha Shah,36,27,Master,5,0,Low
Ahmed Shah,57,32,Master,5,11,Average
Sara Iqbal,36,22,Master,8,10,Poor
Sara Iqbal,44,32,PhD,7,18,Good
Usman Shah,27,17,Bachelor,8,14,Outstanding
Fatima Butt,42,29,PhD,8,9,Average
Amna Butt,44,25,Master,9,0,Average
Fatima Chaudhry,37,15,Bachelor,4,2,Good
Amna Ashraf,36,12,Bachelor,9,13,Average
Bilal Qureshi,46,32,Bachelor,9,14,Good
Ahmed Khan,57,25,Bachelor,8,0,Average
Fatima Chaudhry,32,0,Bachelor,9,9,Average
Sara Khan,36,1,Bachelor,9,0,Low
Ayesha Khan,25,5,Master,6,14,Average
Hassan Iqbal,42,23,Bachelor,7,2,Average
Fatima Chaudhry,34,17,High School,4,19,Poor
Sara Sheikh,43,26,Master,7,11,Average
Ali Raza,40,7,Bachelor,4,18,Average
Sara Qureshi,55,27,PhD,6,15,Average
Amna Khan,35,9,High School,8,7,Excellent
Sara Chaudhry,25,16,PhD,4,13,Low
Bilal Ashraf,48,28,High School,4,17,Low
Ahmed Sheikh,50,5,Bachelor,4,0,Excellent
Sara Chaudhry,49,13,High School,6,1,Excellent
Fatima Ashraf,56,21,Master,7,11,Average
Zain Khan,29,5,Master,6,16,Low
Fatima Chaudhry,37,25,Bachelor,4,1,Average
Zain Sheikh,57,11,PhD,9,16,Low
Zain Raza,51,34,Bachelor,4,6,Excellent
Hassan Iqbal,39,13,Master,9,5,Good
Ayesha Sheikh,23,21,Master,8,5,Low
Hassan Khan,34,22,Bachelor,6,7,Excellent
Ali Khan,25,6,Bachelor,9,4,Average
Sara Chaudhry,47,24,PhD,6,14,Outstanding
Sara Khan,46,12,PhD,5,6,Outstanding
Amna Butt,51,20,PhD,7,2,Poor
Usman Ashraf,32,9,PhD,5,9,Low
Zain Raza,28,8,High School,9,2,Average
Ahmed Ashraf,52,14,Master,5,13,Outstanding
Ahmed Ashraf,31,1,Bachelor,7,2,Outstanding
Usman Khan,34,24,PhD,9,0,Average
Ahmed Chaudhry,52,12,Bachelor,8,0,Low
Ahmed Malik,28,33,Bachelor,8,18,Low
Amna Ashraf,57,33,Bachelor,7,3,Good
Ali Ashraf,41,34,Bachelor,7,1,Average
Bilal Chaudhry,25,2,High School,9,10,Average
Ali Ashraf,28,5,Master,6,11,Average
Ayesha Ashraf,22,18,Master,9,12,Good
Ahmed Sheikh,34,2,High School,6,15,Excellent
Bilal Butt,43,17,Master,6,15,Average
Fatima Sheikh,42,8,Master,6,18,Low
Amna Chaudhry,43,11,Bachelor,9,19,Good
Fatima Raza,49,4,Bachelor,4,19,Excellent
Zain Sheikh,30,2,Master,4,8,Average
Bilal Qureshi,47,10,Master,8,15,Average
Ayesha Sheikh,30,29,Bachelor,4,6,Low
Ahmed Khan,36,3,Master,4,12,Average
Zain Shah,31,4,High School,6,3,Low
Zain Khan,45,0,Bachelor,6,12,Average
Ahmed Chaudhry,29,26,Bachelor,7,7,Average
Fatima Chaudhry,45,27,Bachelor,6,1,Average
Sara Chaudhry,37,28,Master,9,6,Poor
Ali Butt,47,17,PhD,7,10,Low
Ahmed Ashraf,48,11,Bachelor,7,16,Average
Ali Raza,58,12,Bachelor,4,13,Average
Fatima Ashraf,25,1,Master,6,12,Average
Ahmed Malik,45,15,Master,4,14,Good
Fatima Butt,40,23,Master,6,8,Low
Usman Qureshi,57,34,Master,4,2,Average
Sara Raza,31,21,Bachelor,4,12,Average
Ali Ashraf,46,10,Master,4,12,Excellent
Ayesha Malik,39,28,High School,9,8,Average
Usman Khan,40,34,Bachelor,8,17,Average
Bilal Butt,57,14,Bachelor,4,4,Average
Bilal Sheikh,31,30,Bachelor,5,10,Average
Bilal Butt,54,15,PhD,5,1,Good
Bilal Ashraf,26,9,Master,5,16,Low
Amna Shah,56,31,High School,9,19,Good
Ali Butt,55,1,Bachelor,7,3,Average
Zain Raza,54,23,Bachelor,4,17,Outstanding
Ahmed Butt,42,22,Bachelor,5,19,Average
Ali Khan,38,1,Master,9,7,Excellent
Ayesha Khan,43,30,PhD,7,18,Average
Fatima Qureshi,58,25,PhD,5,11,Low
Ali Malik,36,28,Master,6,10,Low
Fatima Sheikh,56,2,Master,8,15,Excellent
Bilal Sheikh,49,13,Bachelor,4,4,Average
Ali Iqbal,28,24,Bachelor,8,2,Average
Ali Ashraf,53,0,Bachelor,8,11,Low
Zain Chaudhry,32,2,Bachelor,6,14,Outstanding
Hassan Khan,31,25,Master,6,15,Low
Bilal Sheikh,30,17,Bachelor,6,12,Low
Zain Shah,35,8,Bachelor,7,6,Excellent
Ahmed Khan,34,22,Bachelor,5,14,Excellent
Ali Ashraf,46,20,PhD,4,2,Low
Sara Raza,23,0,Bachelor,6,11,Excellent
Bilal Iqbal,56,20,Master,9,7,Low
Amna Qureshi,28,26,Master,4,11,Poor
Ayesha Qureshi,42,5,Bachelor,4,17,Good
Sara Malik,39,27,Bachelor,4,2,Good
Usman Shah,24,16,Master,6,11,Average
Zain Iqbal,32,2,Bachelor,6,1,Poor
Hassan Sheikh,45,11,PhD,5,13,Low
Usman Ashraf,40,11,Bachelor,6,13,Good
Usman Shah,25,1,High School,6,3,Outstanding
Ali Qureshi,47,21,Master,4,16,Average
Zain Butt,59,22,Master,5,14,Good
Sara Malik,53,29,PhD,8,15,Low
Usman Raza,57,4,Master,6,4,Good
Ahmed Qureshi,58,8,PhD,9,16,Poor
Ali Butt,54,20,Master,6,6,Average
Ali Qureshi,57,10,Master,8,14,Average
Bilal Butt,24,4,Bachelor,4,16,Excellent
Hassan Qureshi,30,34,Bachelor,5,11,Average
Ali Iqbal,29,26,PhD,4,10,Average
Bilal Sheikh,54,1,Bachelor,7,18,Good
Fatima Shah,27,23,Bachelor,6,10,Average
Fatima Sheikh,25,30,Bachelor,9,1,Low
Hassan Khan,34,32,Bachelor,7,14,Average
Ayesha Butt,23,29,Bachelor,6,4,Good
Hassan Qureshi,26,27,High School,7,17,Average
Sara Qureshi,48,30,Master,8,15,Low
Zain Khan,53,10,Bachelor,6,3,Average
Ahmed Malik,42,22,Bachelor,9,9,Outstanding
Ali Ashraf,29,1,High School,6,1,Poor
Amna Shah,59,26,High School,7,14,Average
Zain Raza,29,34,Bachelor,5,3,Average
Amna Khan,24,1,Master,7,15,Poor
Bilal Iqbal,24,20,High School,6,6,Average
Bilal Iqbal,43,4,PhD,6,11,Excellent
Hassan Chaudhry,27,20,Bachelor,5,2,Poor
Sara Butt,23,28,Bachelor,4,16,Good
Ayesha Malik,44,19,Bachelor,5,8,Good
Bilal Khan,23,19,High School,4,7,Average
Amna Chaudhry,59,24,Master,9,5,Low
Amna Chaudhry,38,1,Master,6,14,Excellent
Zain Sheikh,56,31,Master,8,9,Good
Ali Butt,55,25,Bachelor,8,5,Low
Ahmed Sheikh,44,5,Bachelor,7,14,Low
Sara Raza,51,2,Bachelor,5,13,Average
Ahmed Khan,29,32,PhD,5,18,Average
Bilal Malik,43,0,Bachelor,8,12,Average
Bilal Raza,57,4,Master,4,13,Outstanding
Ahmed Chaudhry,26,12,Bachelor,5,2,Average
Ayesha Ashraf,34,18,Bachelor,4,3,Excellent
Ali Malik,50,11,Bachelor,4,13,Good
Bilal Iqbal,52,24,High School,4,13,Low
Bilal Iqbal,37,34,Master,4,7,Good
Fatima Qureshi,51,11,Bachelor,7,9,Average
Amna Butt,37,29,Master,7,8,Low
Usman Chaudhry,33,4,High School,8,13,Average
Zain Iqbal,38,33,PhD,7,7,Average
Bilal Malik,37,21,Bachelor,9,10,Average
Bilal Sheikh,33,12,Master,5,9,Outstanding
Ahmed Chaudhry,29,2,Master,9,17,Excellent
Zain Chaudhry,41,19,PhD,7,3,Low
Ali Malik,24,30,Bachelor,5,3,Good
Zain Malik,37,4,Master,5,11,Poor
Ayesha Iqbal,51,23,Bachelor,4,17,Low
Fatima Shah,44,32,Bachelor,8,7,Low
Ayesha Shah,49,7,Bachelor,4,2,Average
Hassan Chaudhry,26,23,Bachelor,4,17,Low
Zain Butt,41,19,PhD,9,6,Average
Usman Sheikh,22,15,High School,7,0,Low
Ayesha Shah,51,11,Bachelor,9,12,Average
Ahmed Chaudhry,42,12,Master,7,2,Excellent
Zain Shah,41,24,Bachelor,9,2,Outstanding
Usman Shah,27,31,Master,5,14,Good
Fatima Raza,43,23,High School,7,18,Average
Usman Butt,39,8,Bachelor,7,3,Good
Ayesha Ashraf,29,22,Bachelor,9,12,Good
Usman Ashraf,53,12,PhD,6,12,Good
Ayesha Qureshi,54,31,Master,5,14,Poor
Ayesha Butt,37,14,PhD,5,18,Average
Ali Raza,33,4,High School,6,15,Average
Ahmed Qureshi,59,21,Bachelor,9,6,Average
Hassan Ashraf,55,15,Bachelor,9,2,Average
Ayesha Shah,35,9,High School,5,19,Good
Zain Malik,57,23,Bachelor,9,1,Good
Sara Butt,54,17,Master,8,17,Poor
Sara Shah,44,17,Bachelor,8,10,Average
Hassan Iqbal,23,6,Bachelor,6,0,Average
Fatima Khan,42,3,Master,7,15,Low
Amna Sheikh,23,25,Master,8,16,Poor
Ali Qureshi,48,4,Bachelor,9,15,Good
Amna Shah,30,15,Bachelor,6,9,Average
Ahmed Iqbal,22,34,Bachelor,8,16,Excellent
Zain Khan,32,25,Bachelor,4,2,Good
Ahmed Raza,24,17,Master,6,17,Excellent
Sara Khan,44,28,Bachelor,5,18,Poor
Sara Khan,47,22,Master,8,13,Low
Hassan Khan,25,13,Master,5,1,Average
Fatima Raza,39,14,Master,6,11,Low
Ayesha Ashraf,27,32,Bachelor,8,10,Average
Hassan Iqbal,56,24,Bachelor,5,16,Good
Bilal Malik,43,20,Master,7,5,Outstanding
Usman Raza,36,16,Bachelor,7,18,Excellent
Fatima Butt,43,22,Bachelor,4,12,Average
Zain Butt,58,16,Bachelor,9,6,Average
Ahmed Butt,33,13,Bachelor,6,10,Low
Zain Iqbal,59,28,Master,9,6,Average
Fatima Ashraf,39,19,Bachelor,9,12,Excellent
Ahmed Qureshi,56,29,Bachelor,5,12,Poor
Ali Qureshi,51,18,Bachelor,4,0,Average
Usman Shah,45,12,Bachelor,6,18,Excellent
Usman Sheikh,51,17,Master,7,18,Low
Zain Raza,35,22,Master,9,14,Outstanding
Sara Raza,27,32,Bachelor,5,13,Poor
Sara Qureshi,24,17,High School,9,2,Excellent
Bilal Iqbal,37,8,Bachelor,8,19,Average
Usman Khan,28,32,Master,7,3,Low
Hassan Sheikh,35,31,Bachelor,9,6,Low
Ahmed Chaudhry,30,16,Master,8,0,Good
Usman Raza,36,18,Bachelor,8,18,Excellent
Ayesha Chaudhry,42,26,Master,5,2,Average
Ayesha Qureshi,56,5,Bachelor,5,19,Excellent
Bilal Shah,23,34,Master,8,14,Good
Fatima Butt,48,33,Bachelor,4,12,Poor
Ayesha Raza,23,19,Master,9,13,Good
Hassan Qureshi,56,24,High School,8,6,Average
Amna Chaudhry,39,3,Bachelor,8,0,Average
Bilal Chaudhry,35,9,Master,5,12,Poor
Ali Khan,41,9,Bachelor,9,3,Average
Amna Ashraf,39,23,Master,6,11,Average
Amna Chaudhry,31,20,Master,7,6,Low
Zain Qureshi,46,10,Bachelor,5,1,Average
Ayesha Malik,23,26,Bachelor,9,16,Excellent
Hassan Malik,46,15,Bachelor,9,0,Poor
Fatima Qureshi,54,25,Bachelor,4,13,Good
Fatima Qureshi,57,29,Bachelor,7,0,Average
Ayesha Qureshi,52,15,Master,5,2,Poor
Sara Sheikh,35,6,Bachelor,5,10,Good
Amna Raza,22,15,Bachelor,6,6,Low
Usman Chaudhry,37,34,Bachelor,4,8,Average
Bilal Ashraf,24,15,High School,4,2,Poor
Ahmed Khan,56,11,Bachelor,9,0,Average
Hassan Qureshi,27,34,Master,9,18,Average
Ayesha Shah,46,20,Master,5,1,Average
Bilal Shah,34,16,Bachelor,6,4,Low
Usman Chaudhry,55,31,PhD,5,16,Good
Zain Raza,29,5,Bachelor,8,18,Excellent
Fatima Raza,42,23,PhD,9,4,Average
Amna Butt,55,26,Master,8,13,Low
Fatima Iqbal,25,19,Master,6,9,Poor
Ayesha Sheikh,46,24,High School,5,6,Excellent
Amna Sheikh,36,1,Bachelor,9,7,Poor
Ayesha Malik,25,8,High School,6,7,Poor
Hassan Sheikh,33,27,Master,5,6,Average
Ayesha Iqbal,53,2,Bachelor,5,12,Good
Ahmed Ashraf,53,19,Master,8,13,Average
Ali Raza,49,5,Bachelor,7,18,Poor
Fatima Raza,34,32,Master,4,10,Good
Ayesha Shah,52,0,High School,9,1,Average
Fatima Ashraf,35,5,Bachelor,4,16,Good
Ayesha Chaudhry,41,33,Bachelor,6,5,Low
Ayesha Butt,39,14,Bachelor,4,8,Good
Ali Butt,50,25,Bachelor,8,18,Average
Usman Chaudhry,27,13,Master,7,4,Average
Zain Chaudhry,53,6,High School,9,8,Average
Ali Butt,50,30,Bachelor,5,6,Average
Sara Iqbal,23,23,Master,5,3,Average
Ali Shah,44,30,High School,8,17,Poor
Amna Qureshi,40,28,PhD,9,17,Average
Bilal Khan,52,31,PhD,4,19,Average
Ahmed Sheikh,26,16,High School,5,16,Good
Sara Ashraf,40,13,Bachelor,4,3,Poor
Bilal Chaudhry,55,23,Bachelor,8,15,Excellent
Hassan Sheikh,31,26,Master,5,4,Average
Fatima Sheikh,46,24,Bachelor,6,8,Average
Ali Butt,23,31,Master,7,1,Poor
Fatima Sheikh,32,17,Master,4,1,Good
Fatima Khan,52,17,High School,9,3,Good
Usman Butt,36,25,Master,4,19,Excellent
Ayesha Raza,30,8,Master,4,19,Average
Ahmed Chaudhry,44,34,Bachelor,4,16,Average
Ahmed Butt,40,7,Master,8,19,Good
Ali Sheikh,30,19,Master,8,18,Good
Zain Shah,56,21,Bachelor,9,2,Excellent
Bilal Shah,42,18,Bachelor,8,4,Low
Bilal Butt,30,29,Bachelor,9,9,Good
Bilal Khan,49,27,High School,9,5,Poor
Usman Iqbal,28,34,PhD,8,2,Average
Sara Ashraf,37,10,High School,5,16,Low
Usman Ashraf,37,30,Master,8,9,Good
Amna Raza,54,29,Bachelor,5,11,Average
Usman Khan,25,22,High School,6,0,Poor
Sara Raza,25,18,PhD,8,17,Average
Fatima Qureshi,38,11,Master,6,18,Average
Ahmed Malik,58,14,Bachelor,8,19,Low
Bilal Iqbal,50,30,Bachelor,6,3,Poor
Zain Qureshi,57,14,High School,7,14,Average
Ahmed Malik,59,28,Bachelor,6,8,Good
Usman Qureshi,58,25,Bachelor,5,5,Average
Ayesha Butt,56,1,Bachelor,4,11,Average
Amna Chaudhry,28,19,PhD,9,17,Excellent
Amna Ashraf,48,14,Bachelor,6,14,Poor
Bilal Sheikh,49,3,Master,4,18,Good
Fatima Butt,43,21,Master,7,8,Average
Fatima Raza,35,22,Bachelor,7,12,Excellent
Ahmed Shah,28,25,Master,5,15,Average
Usman Raza,58,10,Bachelor,5,12,Good
Sara Sheikh,43,27,Master,6,0,Poor
Sara Khan,26,1,Bachelor,8,17,Excellent
Zain Iqbal,23,7,High School,7,2,Average
Ahmed Malik,48,28,Master,4,16,Average
Fatima Khan,42,10,Bachelor,8,4,Low
Bilal Qureshi,59,17,Master,7,5,Excellent
Amna Chaudhry,36,13,PhD,6,16,Good
Usman Chaudhry,42,9,High School,7,16,Poor
Usman Malik,31,34,Bachelor,5,0,Low
Usman Khan,44,8,Bachelor,4,6,Average
Ali Shah,26,34,Master,4,15,Low
Hassan Shah,22,10,Master,5,4,Average
Ali Iqbal,34,11,Bachelor,8,15,Outstanding
Ayesha Butt,42,2,Bachelor,5,3,Good
Ahmed Raza,47,13,Master,4,10,Excellent
Usman Qureshi,42,27,High School,6,13,Average
Bilal Malik,39,10,Master,8,12,Good
Amna Qureshi,58,24,Master,9,7,Average
Zain Chaudhry,53,20,PhD,7,19,Average
Ahmed Shah,57,9,Bachelor,9,14,Average
Ali Iqbal,38,14,High School,6,17,Average
Zain Malik,56,18,Bachelor,9,6,Outstanding
Ayesha Malik,32,21,High School,8,18,Average
Ali Butt,42,20,PhD,4,8,Good
Sara Chaudhry,47,31,High School,4,10,Good
Sara Qureshi,25,22,Master,6,9,Average
Amna Raza,55,12,Bachelor,9,13,Average
Fatima Shah,39,4,Bachelor,8,15,Average
Ayesha Sheikh,56,3,High School,7,7,Low
Usman Iqbal,50,27,Master,9,0,Good
Hassan Raza,50,13,Bachelor,9,11,Excellent
Hassan Ashraf,59,7,Bachelor,7,2,Low
Sara Khan,42,8,PhD,5,1,Excellent
Usman Malik,34,34,Bachelor,6,15,Low
Ali Chaudhry,38,20,Bachelor,8,3,Average
Hassan Sheikh,30,17,Bachelor,6,1,Average
Ali Iqbal,22,32,High School,7,11,Low
Ali Malik,23,7,PhD,8,16,Poor
Ayesha Raza,50,16,Bachelor,4,19,Average
Hassan Qureshi,54,30,High School,4,9,Poor
Ayesha Butt,31,33,Bachelor,8,19,Low
Usman Malik,42,5,Master,6,7,Low
Ahmed Khan,49,21,Bachelor,6,17,Poor
Ayesha Ashraf,32,13,Master,4,17,Low
Fatima Shah,55,2,High School,4,17,Average
Ali Malik,29,11,Bachelor,7,1,Good
Usman Khan,43,11,Master,8,11,Low
Ahmed Sheikh,29,1,High School,6,9,Poor
Fatima Ashraf,36,1,Master,7,7,Good
Hassan Chaudhry,38,14,High School,6,18,Poor
Ayesha Malik,44,22,Master,4,9,Good
Fatima Ashraf,45,28,Bachelor,8,10,Low
Ahmed Malik,40,16,Master,5,13,Low
Bilal Shah,26,31,Bachelor,8,14,Low
Hassan Qureshi,53,6,High School,9,9,Low
Bilal Butt,22,29,Bachelor,5,3,Good
Bilal Sheikh,44,27,High School,7,6,Low
Ali Sheikh,58,13,Bachelor,5,10,Outstanding
Usman Sheikh,29,29,Bachelor,5,2,Average
Ali Shah,34,16,Bachelor,7,4,Excellent
Zain Butt,29,31,Master,8,1,Low
Zain Butt,44,5,Master,7,11,Low
Ahmed Chaudhry,22,23,Master,9,4,Average
Bilal Ashraf,45,5,Bachelor,4,6,Poor
Zain Khan,56,26,Bachelor,4,3,Good
Ahmed Butt,45,17,Bachelor,5,10,Average
Hassan Malik,38,23,Master,7,8,Good
Bilal Butt,26,23,Bachelor,7,3,Low
Usman Malik,41,33,High School,7,8,Average
Ayesha Ashraf,42,14,Master,9,11,Average
Usman Iqbal,52,10,Bachelor,9,15,Good
Zain Chaudhry,57,21,Master,8,0,Average
Sara Ashraf,32,23,Master,6,7,Excellent
Amna Iqbal,36,0,High School,6,0,Outstanding
Zain Malik,40,17,High School,6,19,Excellent
Bilal Raza,28,11,Bachelor,8,18,Average
Hassan Ashraf,49,27,Master,7,3,Average
Bilal Sheikh,26,6,Bachelor,6,13,Poor
Amna Chaudhry,26,22,Master,7,13,Excellent
Usman Khan,51,20,Bachelor,5,8,Outstanding
Ahmed Iqbal,53,33,Bachelor,6,8,Poor
Hassan Butt,29,10,High School,5,16,Average
Ahmed Malik,31,21,Master,8,14,Excellent
Hassan Ashraf,59,34,Bachelor,4,9,Poor
Sara Ashraf,53,28,Master,9,16,Low
Ayesha Khan,49,27,Bachelor,8,8,Outstanding
Amna Raza,38,17,Bachelor,8,3,Good
Amna Shah,52,13,Master,8,13,Excellent
Bilal Raza,29,17,Master,6,2,Low
Ali Butt,46,27,Bachelor,5,11,Low
Hassan Chaudhry,30,23,Bachelor,9,0,Average
Hassan Malik,23,7,Master,6,0,Average
Hassan Butt,36,7,Bachelor,4,12,Average
Fatima Malik,24,3,Bachelor,9,13,Excellent
Hassan Khan,57,26,PhD,8,15,Excellent
Ali Shah,25,4,Bachelor,7,6,Average
Bilal Khan,35,32,High School,4,9,Low
Amna Iqbal,46,33,High School,5,14,Low
Usman Malik,31,29,Master,4,7,Average
Zain Chaudhry,42,7,Master,6,10,Low
Ayesha Iqbal,57,25,Bachelor,7,13,Average
Amna Raza,33,33,Bachelor,6,12,Average
Hassan Ashraf,48,6,Bachelor,9,12,Excellent
Fatima Khan,23,27,Master,8,8,Average
Sara Butt,34,27,High School,8,16,Average
Fatima Iqbal,53,13,PhD,4,17,Good
Zain Chaudhry,52,3,Bachelor,8,18,Average
Hassan Ashraf,37,17,PhD,8,12,Outstanding
Hassan Malik,53,24,Bachelor,9,11,Average
Ali Raza,53,6,Master,5,19,Excellent
Usman Ashraf,55,27,Bachelor,5,19,Low
Fatima Qureshi,32,4,High School,6,7,Average
Amna Iqbal,31,2,Master,6,10,Average
Fatima Malik,36,30,Master,5,6,Outstanding
Usman Sheikh,38,19,Bachelor,4,0,Low
Hassan Sheikh,39,18,Master,5,9,Low
Bilal Malik,30,10,Bachelor,6,14,Average
Ayesha Chaudhry,46,2,Master,7,3,Low
Sara Raza,35,22,Bachelor,8,0,Average
Ali Shah,46,6,Bachelor,9,10,Outstanding
Sara Butt,43,22,Bachelor,7,4,Excellent
Sara Ashraf,51,6,Bachelor,7,18,Low
Ali Shah,41,33,Master,8,18,Low
Usman Chaudhry,42,18,Bachelor,5,3,Average
Ali Butt,53,8,High School,4,1,Average
Hassan Chaudhry,42,17,Bachelor,7,6,Good
Amna Sheikh,56,24,Master,4,12,Good
Hassan Khan,53,13,Bachelor,9,19,Average
Amna Khan,51,24,Bachelor,9,11,Low
Amna Shah,33,18,PhD,9,1,Good
Zain Butt,39,14,Bachelor,6,8,Poor
Amna Sheikh,42,15,Master,7,15,Poor
Zain Sheikh,34,26,Master,9,7,Good
Ahmed Malik,42,9,Bachelor,6,17,Average
Bilal Chaudhry,29,3,PhD,9,3,Good
Zain Ashraf,28,18,Master,5,10,Average
Amna Shah,44,27,Bachelor,7,16,Poor
Bilal Chaudhry,53,20,Bachelor,6,7,Average
Sara Qureshi,32,13,Master,9,18,Average
Bilal Ashraf,43,32,Bachelor,6,7,Low
Ayesha Butt,43,9,Master,9,5,Good
Ahmed Sheikh,46,18,Bachelor,5,1,Good
Bilal Chaudhry,43,29,Bachelor,4,14,Average
Amna Qureshi,49,21,Bachelor,9,0,Excellent
Amna Ashraf,50,2,High School,4,5,Excellent
Amna Raza,34,17,High School,7,18,Excellent
Sara Raza,39,10,Master,5,3,Good
Zain Qureshi,23,1,Master,7,12,Average
Fatima Sheikh,50,11,Master,4,14,Average
Ahmed Iqbal,42,5,Master,5,8,Good
Amna Ashraf,36,28,Master,8,2,Low
Ali Ashraf,48,29,Bachelor,5,1,Good
Amna Butt,52,1,Master,5,15,Average
Zain Chaudhry,36,8,Bachelor,8,17,Poor
Bilal Iqbal,44,1,PhD,6,17,Average
Ayesha Shah,45,28,Master,6,5,Poor
Usman Iqbal,34,32,Bachelor,6,17,Poor
Ali Khan,43,9,Bachelor,4,10,Excellent
Bilal Sheikh,58,33,Bachelor,5,6,Average
Usman Khan,54,7,High School,9,13,Average
Sara Qureshi,24,32,Bachelor,8,17,Average
Ahmed Qureshi,40,5,Bachelor,9,6,Average
Ayesha Sheikh,44,18,High School,4,9,Low
Usman Qureshi,50,31,PhD,8,7,Good
Sara Iqbal,51,26,Master,9,13,Good
Usman Ashraf,46,0,Master,4,17,Excellent
Hassan Malik,58,32,Master,4,4,Low
Zain Iqbal,29,31,Bachelor,4,13,Average
Sara Iqbal,37,4,Bachelor,8,9,Good
Bilal Raza,29,16,Master,9,14,Low
Amna Qureshi,22,7,PhD,9,5,Poor
Usman Shah,26,33,Bachelor,7,8,Good
Bilal Shah,24,8,Master,4,9,Good
Fatima Iqbal,22,22,PhD,6,16,Average
Usman Khan,25,34,Master,5,0,Low
Ayesha Raza,56,6,PhD,7,13,Average
Zain Butt,53,14,Bachelor,7,3,Average
Sara Ashraf,55,19,PhD,8,1,Average
Zain Iqbal,46,24,Master,7,2,Average
Zain Raza,31,2,High School,9,6,Average
Sara Qureshi,42,23,PhD,8,13,Good
Hassan Sheikh,48,33,Bachelor,8,11,Good
Ali Sheikh,48,21,Bachelor,6,18,Average
Ahmed Iqbal,23,10,Bachelor,4,17,Low
Ali Shah,34,7,High School,7,14,Average
Usman Shah,30,34,Bachelor,4,0,Poor
Ayesha Iqbal,57,7,Master,4,2,Average
Ayesha Sheikh,43,26,High School,4,14,Outstanding
Ahmed Chaudhry,47,27,Bachelor,8,3,Average
Ayesha Khan,33,33,High School,4,14,Low
Fatima Butt,38,31,Bachelor,7,9,Average
Ahmed Khan,35,14,Master,8,5,Poor
Ahmed Ashraf,35,16,Master,7,12,Low
Zain Khan,55,32,PhD,8,6,Average
Zain Qureshi,41,15,Master,5,0,Average
Hassan Chaudhry,32,28,Bachelor,5,10,Low
Amna Ashraf,37,8,PhD,5,13,Low
Ali Ashraf,52,32,Master,5,5,Good
Amna Raza,27,28,Bachelor,8,4,Average
Ahmed Iqbal,40,12,Master,4,18,Good
Ali Iqbal,58,20,PhD,6,18,Low
Ahmed Shah,25,20,Master,9,12,Good
Amna Iqbal,25,4,Bachelor,6,6,Average
Bilal Malik,41,9,Master,5,7,Average
Fatima Raza,31,5,High School,4,13,Average
Sara Ashraf,45,12,Bachelor,7,18,Average
Fatima Ashraf,56,0,Bachelor,4,18,Average
